CODIGO DE CLASE,CODIGO DE FAMILIA,DESCRIPCION DE CLASE
432115,4321,432115-COMPUTADORES
432116,4321,432116-ACCESORIOS DE COMPUTADOR
432117,4321,432117-DISPOSITIVOS INFORMÁTICOS DE ENTRADA DE DATOS
432118,4321,432118-ACCESORIOS DE DISPOSITIVOS DE ENTRADA DE DATOS DE COMPUTADOR
432119,4321,432119-MONITORES Y PANTALLAS DE COMPUTADOR
432120,4321,432120-ACCESORIOS DE PANTALLAS DE COMPUTADOR
432121,4321,432121-IMPRESORAS DE COMPUTADOR
432122,4321,432122-SISTEMAS DE MANEJO DE ALMACENAMIENTO DE DATOS DE COMPUTADOR
432215,4322,432215-SISTEMAS DE GESTIÓN DE LLAMADAS O ACCESORIOS
432216,4322,432216-COMPONENTES Y EQUIPO DE ACCESO DE ABONADO DE LÍNEA DIGITAL (DSL) Y ACCESORIOS
432217,4322,432217-EQUIPO FIJO DE RED Y COMPONENTES
432218,4322,432218-DISPOSITIVOS DE RED ÓPTICA
432225,4322,432225-EQUIPO DE SEGURIDAD DE RED
432226,4322,432226-EQUIPO DE SERVICIO DE RED
432227,4322,432227-EQUIPO TELEGRÁFICO
432228,4322,432228-EQUIPO DE TELEFONÍA
432229,4322,432229-ACCESORIOS DE EQUIPO DE TELEFONÍA
432230,4322,432230-EQUIPO DE TELETIPO
432231,4322,432231-COMPONENTES Y EQUIPO DE INFRAESTRUCTURA DE REDES MÓVILES Y DIGITALES
432232,4322,432232-PLATAFORMAS DE MENSAJERÍA POR MÓVIL
432233,4322,432233-DISPOSITIVOS Y EQUIPOS PARA INSTALACIÓN DE CONECTIVIDAD DE REDES Y DATACOM
432315,4323,432315-SOFTWARE FUNCIONAL ESPECÍFICO DE LA EMPRESA
432316,4323,432316-SOFTWARE DE PLANIFICACIÓN DE RECURSOS EMPRESARIALES (ERP) Y CONTABILIDAD FINANCIERA
432320,4323,432320-SOFTWARE DE ENTRETENIMIENTO O JUEGOS DE COMPUTADOR
432321,4323,432321-SOFTWARE DE EDICIÓN Y CREACIÓN DE CONTENIDOS
432322,4323,432322-SOFTWARE DE GESTIÓN DE CONTENIDOS
432323,4323,432323-SOFTWARE DE CONSULTAS Y GESTIÓN DE DATOS
432324,4323,432324-PROGRAMAS DE DESARROLLO
432325,4323,432325-SOFTWARE EDUCATIVO O DE REFERENCIA
432326,4323,432326-SOFTWARE ESPECÍFICO PARA LA INDUSTRIA
432327,4323,432327-SOFTWARE DE APLICACIONES DE RED
432328,4323,432328-SOFTWARE DE ADMINISTRACIÓN DE REDES
432329,4323,432329-SOFTWARE PARA TRABAJO EN REDES
432330,4323,432330-SOFTWARE DE ENTORNO OPERATIVO
432332,4323,432332-SOFTWARE DE SEGURIDAD Y PROTECCIÓN
432334,4323,432334-SOFTWARE DE CONTROLADORES DE DISPOSITIVOS Y UTILIDADES
432335,4323,432335-SOFTWARE DE INTERCAMBIO DE INFORMACIÓN
432336,4323,432336-SOFTWARE DE EQUIPO ELÉCTRICO
432337,4323,432337-SOFTWARE DE ADMINISTRACIÓN DE SISTEMAS
441015,4410,441015-MÁQUINAS DE DUPLICACIÓN
441016,4410,441016-MÁQUINAS PARA PROCESAMIENTO DE PAPEL Y ACCESORIOS
441017,4410,"441017-ACCESORIOS PARA IMPRESORAS, FOTOCOPIADORAS Y APARATOS DE FAX"
441018,4410,441018-MÁQUINAS CALCULADORAS Y ACCESORIOS
441019,4410,441019-MÁQUINAS PARA ENDOSAR Y ESCRIBIR CHEQUES
441020,4410,441020-SUMINISTROS PARA PLASTIFICADO
441021,4410,441021-MÁQUINAS DE CORREO
441022,4410,441022-ACCESORIOS PARA ESCÁNERES
441023,4410,441023-EMPAQUETADORAS
441024,4410,441024-ETIQUETADORAS
441025,4410,441025-MÁQUINAS CLASIFICADORAS
441026,4410,441026-MÁQUINAS DE ESCRIBIR Y ACCESORIOS
441028,4410,441028-MÁQUINAS ENCUADERNADORAS Y PLASTIFICADORAS
441029,4410,441029-ACCESORIOS DE MÁQUINAS DE OFICINA
441030,4410,441030-FUSORES Y ACCESORIOS
441031,4410,"441031-SUMINISTROS PARA IMPRESORA, FAX Y FOTOCOPIADORA"
441032,4410,441032-MÁQUINAS Y ACCESORIOS DE REGISTRAR LA HORA PARA LA OFICINA
441035,4410,441035-SUMINISTROS DE MÁQUINAS DE ENCUADERNAR
441036,4410,441036-EQUIPO DE ELIMINACIÓN DE CASETES Y ACCESORIOS
441115,4411,441115-AGENDAS Y ACCESORIOS
441116,4411,441116-SUMINISTROS PARA EL MANEJO DE EFECTIVO
441118,4411,441118-SUMINISTROS DE DIBUJO
441119,4411,441119-TABLEROS
441120,4411,441120-SISTEMAS DE PLANIFICACIÓN
441215,4412,441215-SUMINISTROS DE CORREO
441216,4412,441216-SUMINISTROS DE ESCRITORIO
441217,4412,441217-INSTRUMENTOS DE ESCRITURA
441218,4412,441218-MEDIOS DE CORRECCIÓN
441219,4412,441219-REPUESTOS DE TINTA Y MINAS DE LÁPICES
441220,4412,"441220-CARPETAS DE ARCHIVO, CARPETAS Y SEPARADORES"
441221,4412,441221-SUMINISTROS DE SUJECIÓN
451015,4510,451015-MAQUINARIA Y EQUIPO DE IMPRENTA
451016,4510,451016-ACCESORIOS PARA MÁQUINAS DE IMPRENTA
451017,4510,451017-ACCESORIOS DE IMPRENTA
451018,4510,451018-EQUIPO Y ACCESORIOS PARA EL COSIDO Y ENCUADERNACIÓN DE LIBROS 
451019,4510,451019-EQUIPO Y ACCESORIOS DE LABORATORIO DE IMPRENTA
451020,4510,451020-MÁQUINAS Y ACCESORIOS DE COMPOSICIÓN
451115,4511,"451115-ATRILES, SISTEMAS DE SONIDO Y ACCESORIOS"
451116,4511,451116-PROYECTORES Y SUMINISTROS
451117,4511,"451117-EQUIPO DE COMPOSICIÓN Y PRESENTACIÓN DE SONIDO, HARDWARE Y CONTROLADORES"
451118,4511,"451118-EQUIPO DE PRESENTACIÓN DE VÍDEO Y DE MEZCLA DE VÍDEO Y SONIDO, HARDWARE Y CONTROLADORES"
451119,4511,"451119-EQUIPOS, HARDWARE Y CONTROLADORES PARA SISTEMAS DE TELECONFERENCIA Y VIDEOCONFERENCIA"
451120,4511,451120-EQUIPO Y SUMINISTROS DE MICROFILM
451215,4512,451215-CÁMARAS
451216,4512,451216-ACCESORIOS PARA CÁMARAS
451217,4512,451217-EQUIPO DE PROCESAMIENTO FOTOGRÁFICO
451218,4512,451218-EQUIPO Y SUMINISTROS DE PRODUCCIÓN DE MICROFILMES
451315,4513,451315-PELÍCULA PARA CÁMARA FOTOGRÁFICA
451316,4513,451316-MEDIOS CINEMATOGRÁFICOS
451317,4513,451317-ALMACENAMIENTO PARA SOPORTES AUDIOVISUALES
451415,4514,451415-PRODUCTOS QUÍMICOS PARA ELABORACIÓN FOTOGRÁFICA
451416,4514,451416-SUMINISTROS DE CUARTO OSCURO
461015,4610,461015-ARMAS DE FUEGO
461016,4610,461016-MUNICIÓN
461017,4610,461017-SISTEMAS DE MANIPULACIÓN DE MUNICIÓN
461018,4610,461018-ACCESORIOS DE ARMAS Y MUNICIONES
461115,4611,461115-BOMBAS Y GRANADAS
461116,4611,461116-SISTEMAS DE ARMAS
461117,4611,461117-SENSORES DE RAYOS INFRARROJOS (IR)
461118,4611,461118-ARMAS NAVALES
461215,4612,461215-MISILES TELEDIRIGIDOS
461216,4612,461216-SUBSISTEMAS DE MISILES
461315,4613,461315-VEHÍCULOS DE COHETES DE LANZAMIENTO
461316,4613,461316-PROPULSORES
461415,4614,461415-LANZADORES DE MISILES Y COHETES
461515,4615,461515-EQUIPO DE CONTROL DE MASAS
461516,4615,461516-EQUIPO DE SEGURIDAD Y CONTROL
461517,4615,461517-EQUIPO FORENSE Y ACCESORIOS Y SUMINISTROS
461518,4615,461518-EQUIPO Y ACCESORIOS Y SUMINISTROS DE CONTROL DE EXPLOSIVOS
461519,4615,461519-EQUIPO Y ACCESORIOS Y SUMINISTROS PARA EL CONTROL QUÍMICO BIOLÓGICO
461615,4616,461615-CONTROL DE TRÁFICO
461616,4616,461616-SEGURIDAD DEL AGUA
461617,4616,461617-EQUIPO Y ACCESORIOS DE RESCATE
461715,4617,"461715-CERRADURAS, ELEMENTOS DE SEGURIDAD Y ACCESORIOS"
461716,4617,461716-EQUIPO DE VIGILANCIA Y DETECCIÓN
461815,4618,461815-ROPA DE SEGURIDAD
461816,4618,461816-CALZADO DE PROTECCIÓN
461817,4618,461817-PROTECTORES DE CARA Y CABEZA
461818,4618,461818-PROTECCIÓN Y ACCESORIOS PARA LA VISIÓN
461819,4618,461819-PROTECTORES AUDITIVOS
461820,4618,461820-PROTECCIÓN DE LA RESPIRACIÓN
461821,4618,461821-EQUIPO Y SUMINISTROS ANTIESTÁTICOS
461822,4618,461822-EQUIPO DE APOYO ERGONÓMICO
461823,4618,461823-PROTECCIÓN ANTI CAÍDA Y EQUIPO DE RESCATE
461824,4618,461824-EQUIPO DE LIMPIEZA DE SEGURIDAD Y MATERIALES DE DESCONTAMINACIÓN
461825,4618,461825-ARMAS O DISPOSITIVOS DE SEGURIDAD PERSONAL
461915,4619,461915-PREVENCIÓN CONTRA INCENDIOS
461916,4619,461916-EQUIPO CONTRA INCENDIOS
462010,4620,462010-EQUIPO DE ENTRENAMIENTO EN SEGURIDAD PÚBLICA
462011,4620,462011-EQUIPO DE ENTRENAMIENTO DE ARMAS PEQUEÑAS
471015,4710,471015-EQUIPO PARA EL TRATAMIENTO Y SUMINISTRO DE AGUA
471016,4710,471016-CONSUMIBLES PARA EL TRATAMIENTO DE AGUA
471115,4711,471115-EQUIPO DE LAVADO Y SECADO
471116,4711,471116-EQUIPO DE PLANCHADO
471117,4711,471117-EQUIPO DE LIMPIEZA EN SECO
471215,4712,471215-CARRITOS Y ACCESORIOS PARA LIMPIEZA
471216,4712,471216-MÁQUINAS Y ACCESORIOS PARA PISOS
471217,4712,471217-ENVASES Y ACCESORIOS PARA RESIDUOS
471218,4712,471218-EQUIPO DE LIMPIEZA
471219,4712,471219-ACCESORIOS DE EQUIPO DE LIMPIEZA
471315,4713,471315-TRAPOS Y PAÑOS DE LIMPIEZA
471316,4713,"471316-ESCOBAS, TRAPEROS, CEPILLOS Y ACCESORIOS"
471317,4713,471317-SUMINISTROS PARA ASEOS
471318,4713,471318-SOLUCIONES DE LIMPIEZA Y DESINFECCIÓN
471319,4713,471319-ABSORBENTES
471321,4713,471321-KITS DE LIMPIEZA
481015,4810,481015-EQUIPO PARA COCINAR O CALENTAR
481016,4810,481016-EQUIPOS PARA PREPARADO DE ALIMENTOS
481017,4810,481017-DISTRIBUIDORES AUTOMÁTICOS DE COMIDA Y BEBIDA
481018,4810,481018-MENAJE Y UTENSILIOS DE COCINA
481019,4810,481019-TAZAS PARA SERVICIO DE MESA
481020,4810,481020-MOBILIARIO DE RESTAURANTES
481021,4810,481021-SUMINISTROS Y EQUIPO DE MANIPULACIÓN Y ALMACENAMIENTO
481110,4811,481110-MÁQUINAS EXPENDEDORAS DE LÍQUIDOS
481111,4811,481111-MÁQUINAS EXPENDEDORAS DE PIEZAS/UNIDADES
481112,4811,481112-MÁQUINAS EXPENDEDORAS DE ALIMENTOS MANDADOS HACER
481113,4811,481113-MÁQUINAS EXPENDEDORAS SERVICIOS Y BOLETAS
481114,4811,481114-MÁQUINAS EXPENDEDORAS DE DINERO EFECTIVO
481211,4812,481211-MÁQUINAS DE JUEGO OPERADAS CON MONEDAS
481212,4812,481212-MESAS DE JUEGO Y JUEGOS
481213,4812,481213-GESTIÓN DE JUEGO Y SISTEMAS DE APUESTAS EN RED
481315,4813,481315-PRODUCTOS DE ENTIERRO O TUMBAS
491016,4910,491016-COLECCIONABLES
491017,4910,491017-PREMIOS
491215,4912,491215-EQUIPOS PARA CAMPING Y EXTERIORES
491216,4912,491216-MUEBLES DE CAMPING
491315,4913,491315-APAREJOS DE PESCA
491316,4913,491316-PRODUCTOS DE CACERÍA
491415,4914,491415-ESCAFANDRAS AUTÓNOMAS Y TUBOS DE RESPIRACIÓN
491416,4914,491416-EQUIPOS Y ACCESORIOS PARA WINDSURF Y NATACIÓN
491515,4915,491515-EQUIPOS DE ESQUI Y SNOWBOARD
491516,4915,491516-EQUIPOS DE PATINAJE Y HOCKEY SOBRE HIELO
491615,4916,491615-EQUIPOS PARA DEPORTES DE CAMPO
491616,4916,491616-EQUIPOS PARA DEPORTES DE RAQUETA Y PISTA
491617,4916,491617-EQUIPOS PARA DEPORTES DE PISTA
491715,4917,491715-EQUIPOS DE GIMNASIA
491716,4917,491716-EQUIPOS DE BOXEO
491815,4918,491815-EQUIPOS Y JUEGOS DE MESA
491816,4918,491816-EQUIPO Y JUEGOS DE TIRO AL BLANCO
492015,4920,492015-EQUIPO DE ENTRENAMIENTO PARA AERÓBICOS
492016,4920,492016-EQUIPO DE ENTRENAMIENTO DE PESAS Y RESISTENCIA
492116,4921,492116-EQUIPO DE GOLF
492117,4921,492117-EQUIPO DE BOLOS Y ACCESORIOS Y SUMINISTROS
492118,4921,492118-EQUIPO DE CLASE DE EDUCACIÓN FÍSICA
492215,4922,492215-ACCESORIOS PARA DEPORTE
492415,4924,492415-EQUIPO DE PARQUES INFANTILES
492416,4924,492416-EQUIPO DE RECREO
492417,4924,492417-EQUIPO Y SUMINISTROS DE PISCINA Y SPA
492418,4924,492418-EQUIPOS DE SAUNA
501017,5010,501017-FRUTOS SECOS
501115,5011,501115-CARNE Y AVES DE CORRAL
501120,5011,501120-CARNES PROCESADAS Y PREPARADAS
501215,5012,501215-PESCADO
501216,5012,501216-MARISCO FRESCO
501217,5012,501217-INVERTEBRADOS ACUÁTICOS
501218,5012,501218-PLANTAS ACUÁTICAS
501219,5012,501219-PESCADOS Y MARISCOS PRESERVADOS EN SAL
501316,5013,501316-HUEVOS Y SUSTITUTOS
501317,5013,501317-PRODUCTOS DE LECHE Y MANTEQUILLA
501318,5013,501318-QUESO
501515,5015,501515-GRASAS Y ACEITES VEGETALES COMESTIBLES
501516,5015,501516-GRASAS Y ACEITES ANIMALES COMESTIBLES
501615,5016,"501615-CHOCOLATES, AZÚCARES, EDULCORANTES PRODUCTOS"
501618,5016,501618-PRODUCTOS DE CONFITERÍA
501715,5017,501715-HIERBAS Y ESPECIAS Y EXTRACTOS
501717,5017,501717-VINAGRES Y VINOS DE COCINAR
501718,5017,501718-SALSAS Y CONDIMENTOS Y PRODUCTOS PARA UNTAR
501719,5017,501719-SALMUERA Y SALSA Y ACEITUNAS
501720,5017,501720-PRODUCTOS DE FRÍJOL DE SOYA FERMENTADOS
501817,5018,501817-SUMINISTROS Y MEZCLAS PARA HORNEAR
501819,5018,501819-PAN Y GALLETAS Y PASTELITOS DULCES
501820,5018,501820-TARTAS Y EMPANADAS Y PASTAS
501915,5019,501915-SOPAS Y ESTOFADOS
501921,5019,501921-PASABOCAS Y SNACKS
501923,5019,501923-POSTRES Y DECORACIONES DE POSTRES
501924,5019,501924-MERMELADAS Y GELATINAS Y PASTAS DE UNTAR DE NUEZ Y DULCE Y CONSERVAS DE FRUTA
501925,5019,501925-SÁNDWICHES Y PANECILLOS CON RELLENO
501926,5019,501926-ACOMPAÑAMIENTOS PREPARADOS
501927,5019,501927-PLATOS COMBINADOS EMPAQUETADOS
501928,5019,501928-EMPANADAS Y QUICHES Y PASTELES
501929,5019,501929-PASTA O TALLARINES NATURAL
501930,5019,501930-BEBIDAS Y COMIDAS INFANTILES
501931,5019,501931-MATERIALES Y MEZCLAS INSTANTÁNEAS
501932,5019,501932-ENSALADAS PREPARADAS
502017,5020,502017-CAFE Y TE
502022,5020,502022-BEBIDAS ALCOHÓLICAS
502023,5020,502023-BEBIDAS NO ALCOHÓLICAS
502024,5020,502024-JUGOS O CONCENTRADOS DE CÍTRICOS FRESCOS
502025,5020,502025-JUGOS O CONCENTRADOS DE BAYAS FRESCAS
502026,5020,502026-JUGOS O CONCENTRADOS DE ESPECIES CON PEPITAS FRESCAS
502027,5020,502027-JUGOS O CONCENTRADOS DE ESPECIES CON UNA SEMILLA GRANDE FRESCAS
502028,5020,502028-JUGOS O CONCENTRADOS DE ESPECIES TROPICALES FRESCAS
502030,5020,502030-JUGOS O CONCENTRADOS DE MELONES FRESCOS
502115,5021,502115-TABACO Y SUBSTITUTOS
502116,5021,"502116-PRODUCTOS, SUMINISTROS Y ACCESORIOS PARA TABACO"
502210,5022,502210-LEGUMBRES
502211,5022,502211-CEREALES
502212,5022,502212-CEREALES PROCESADOS
502213,5022,502213-HARINA Y PRODUCTOS DE MOLINOS
503015,5030,503015-MANZANAS
503016,5030,503016-ALBARICOQUES
503017,5030,503017-BANANOS
503018,5030,503018-BARBERRIES
503019,5030,503019-GAYUBAS
503020,5030,503020-MORAS
503021,5030,503021-ARÁNDANOS DE MIRTO
503022,5030,503022-AGRÁS
503023,5030,503023-FRUTA DEL PAN
503024,5030,503024-CHIRIMOYAS
503025,5030,503025-CEREZAS
503026,5030,503026-CITRONES
503027,5030,503027-ARÁNDANOS
503028,5030,503028-PASAS DE CORINTO
503029,5030,503029-DÁTILES
503030,5030,503030-PITAHAYAS
503031,5030,503031-BREVAS
503032,5030,503032-GROSELLAS
503033,5030,503033-TORONJAS
503034,5030,503034-UVAS DE MESA
503035,5030,503035-UVAS PASAS
503036,5030,503036-UVAS PARA VINO
503037,5030,503037-GUAYABAS
503038,5030,503038-ARÁNDANOS HUCKLEBERRY
503039,5030,503039-KIWIS
503040,5030,503040-NARANJOS CHINOS (KUMQUATS)
503041,5030,503041-LIMONES
503042,5030,503042-LIMAS
503043,5030,503043-NÍSPEROS
503044,5030,503044-MANDARINAS
503045,5030,503045-MANGOS
503046,5030,503046-MELONES
503047,5030,503047-MORA MULBERRY
503048,5030,503048-MIRTOS
503049,5030,503049-NECTARINAS
503050,5030,503050-NARANJAS
503051,5030,503051-PAPAYAS
503052,5030,503052-MARACUYÁS
503053,5030,503053-DURAZNOS
503054,5030,503054-PERAS
503055,5030,503055-CAQUIS
503056,5030,503056-PIÑAS
503057,5030,503057-CIRUELOS DAMASCOS
503058,5030,503058-CIRUELAS
503059,5030,503059-GRANADAS
503060,5030,503060-POMELOS
503061,5030,503061-MEMBRILLOS
503062,5030,503062-FRAMBUESAS
503063,5030,503063-RUIBARBOS
503064,5030,503064-ESCARAMUJOS
503065,5030,503065-SAPOTES
503066,5030,503066-BAYAS SASKATOON
503067,5030,503067-FRESAS
503068,5030,503068-MANZANAS DULCES
503069,5030,503069-TAMARILLOS
503070,5030,503070-FRUTAS NOMINANT
503071,5030,503071-ARONIAS
503072,5030,503072-ACEITUNAS
503075,5030,503075-SUBPRODUCTOS DE FRUTAS FRESCAS
503115,5031,503115-MANZANAS ORGÁNICAS
503116,5031,503116-ALBARICOQUES ORGÁNICOS
503117,5031,503117-BANANOS ORGÁNICOS
503118,5031,503118-BARBERRIES ORGÁNICOS
503119,5031,503119-GAYUBAS ORGÁNICAS
503120,5031,503120-MORAS ORGÁNICAS
503121,5031,503121-ARÁNDANOS DE MIRTO ORGÁNICOS
503122,5031,503122-AGRÁS ORGÁNICAS
503123,5031,503123-FRUTAS DEL PAN ORGÁNICAS
503124,5031,503124-CHIRIMOYAS ORGÁNICAS
503125,5031,503125-CEREZAS ORGÁNICAS
503126,5031,503126-CITRONES ORGÁNICOS
503127,5031,503127-ARÁNDANOS ORGÁNICOS
503128,5031,503128-PASAS DE CORINTO ORGÁNICAS
503129,5031,503129-DÁTILES ORGÁNICOS
503130,5031,503130-PITAHAYAS ORGÁNICAS
503131,5031,503131-BREVAS ORGÁNICAS
503132,5031,503132-GROSELLAS ORGÁNICAS
503133,5031,503133-TORONJAS ORGÁNICAS
503134,5031,503134-UVAS DE MESA ORGÁNICAS
503135,5031,503135-UVAS PASAS ORGÁNICAS
503136,5031,503136-UVAS PARA VINO ORGÁNICAS
503137,5031,503137-GUAYABAS ORGÁNICAS
503138,5031,503138-ARÁNDANOS HUCKLEBERRY ORGÁNICOS
503139,5031,503139-KIWIS ORGÁNICOS
503140,5031,503140-NARANJOS CHINOS (KUMQUATS) ORGÁNICOS
503141,5031,503141-LIMONES ORGÁNICOS
503142,5031,503142-LIMAS ORGÁNICAS
503143,5031,503143-NÍSPEROS ORGÁNICOS
503144,5031,503144-MANDARINAS ORGÁNICAS
503145,5031,503145-MANGOS ORGÁNICOS
503146,5031,503146-MELONES ORGÁNICOS
503147,5031,503147-MORAS MULBERRY ORGÁNICAS
503148,5031,503148-MIRTOS ORGÁNICOS
503149,5031,503149-NECTARINAS ORGÁNICOS
503150,5031,503150-NARANJAS ORGÁNICAS
503151,5031,503151-PAPAYAS ORGÁNICAS
503152,5031,503152-MARACUYÁS ORGÁNICAS
503153,5031,503153-DURAZNOS ORGÁNICOS
503154,5031,503154-PERAS ORGÁNICAS
503155,5031,503155-CAQUIS ORGÁNICOS
503156,5031,503156-PIÑAS ORGÁNICAS
503157,5031,503157-CIRUELOS DAMASCOS ORGÁNICOS
503158,5031,503158-CIRUELAS ORGÁNICAS
503159,5031,503159-GRANADAS ORGÁNICAS
503160,5031,503160-POMELOS ORGÁNICOS
503161,5031,503161-MEMBRILLOS ORGÁNICOS
503162,5031,503162-FRAMBUESAS ORGÁNICAS
503163,5031,503163-RUIBARBOS ORGÁNICOS
503164,5031,503164-ESCARAMUJOS ORGÁNICOS
503165,5031,503165-SAPOTES ORGÁNICOS
503166,5031,503166-BAYAS SASKATOON ORGÁNICAS
503167,5031,503167-FRESAS ORGÁNICAS
503168,5031,503168-MANZANAS DULCES ORGÁNICAS
503169,5031,503169-TAMARILLOS ORGÁNICOS
503170,5031,503170-FRUTAS NOMINANT ORGÁNICAS
503171,5031,503171-ARONIAS ORGÁNICAS
503172,5031,503172-ACEITUNAS ORGÁNICAS
503215,5032,503215-MANZANAS SECAS
503216,5032,503216-ALBARICOQUES SECOS
503217,5032,503217-BANANOS SECOS
503218,5032,503218-BARBERRIES SECOS
503219,5032,503219-GAYUBAS SECAS
503220,5032,503220-MORAS SECAS
503221,5032,503221-ARÁNDANOS DE MIRTO SECOS
503222,5032,503222-AGRÁS SECAS
503223,5032,503223-FRUTAS DEL PAN SECAS
503224,5032,503224-CHIRIMOYAS SECAS
503225,5032,503225-CEREZAS SECAS
503226,5032,503226-CITRONES SECOS
503227,5032,503227-ARÁNDANOS SECOS
503228,5032,503228-PASAS DE CORINTO SECAS
503229,5032,503229-DÁTILES SECOS
503230,5032,503230-PITAHAYAS SECAS
503231,5032,503231-BREVAS SECAS
503232,5032,503232-GROSELLAS SECAS
503233,5032,503233-TORONJAS SECAS
503234,5032,503234-UVAS DE MESA SECAS
503235,5032,503235-UVAS PASAS SECAS
503236,5032,503236-UVAS PARA VINO SECAS
503237,5032,503237-GUAYABAS SECAS
503238,5032,503238-ARÁNDANOS HUCKLEBERRY SECOS
503239,5032,503239-KIWIS SECOS
503240,5032,503240-NARANJOS CHINOS (KUMQUATS) SECOS
503241,5032,503241-LIMONES SECOS
503242,5032,503242-LIMAS SECAS
503243,5032,503243-NÍSPEROS SECOS
503244,5032,503244-MANDARINAS SECAS
503245,5032,503245-MANGOS SECOS
503246,5032,503246-MELONES SECOS
503247,5032,503247-MORAS MULBERRY SECAS
503248,5032,503248-MIRTOS SECOS
503249,5032,503249-NECTARINAS SECOS
503250,5032,503250-NARANJAS SECAS
503251,5032,503251-PAPAYAS SECAS
503252,5032,503252-MARACUYÁS SECAS
503253,5032,503253-DURAZNOS SECOS
503254,5032,503254-PERAS SECAS
503255,5032,503255-CAQUIS SECOS
503256,5032,503256-PIÑAS SECAS
503257,5032,503257-CIRUELOS DAMASCOS SECOS
503258,5032,503258-CIRUELAS SECAS
503259,5032,503259-GRANADAS SECAS
503260,5032,503260-POMELOS SECOS
503261,5032,503261-MEMBRILLOS SECOS
503262,5032,503262-FRAMBUESAS SECAS
503263,5032,503263-RUIBARBOS SECOS
503264,5032,503264-ESCARAMUJOS SECOS
503265,5032,503265-SAPOTES SECOS
503266,5032,503266-BAYAS SASKATOON SECAS
503267,5032,503267-FRESAS SECAS
503268,5032,503268-MANZANAS DULCES SECAS
503269,5032,503269-TAMARILLOS SECOS
503270,5032,503270-FRUTAS NOMINANT SECAS
503271,5032,503271-ARONIAS SECAS
503272,5032,503272-ACEITUNAS SECAS
503315,5033,503315-MANZANAS ORGÁNICAS SECAS
503316,5033,503316-ALBARICOQUES ORGÁNICOS SECOS
503317,5033,503317-BANANOS ORGÁNICOS SECOS
503318,5033,503318-BARBERRIES ORGÁNICOS SECOS
503319,5033,503319-GAYUBAS ORGÁNICAS SECAS
503320,5033,503320-MORAS ORGÁNICAS SECAS
503321,5033,503321-ARÁNDANOS DE MIRTO ORGÁNICOS SECOS
503322,5033,503322-AGRÁS ORGÁNICAS SECAS
503323,5033,503323-FRUTAS DEL PAN ORGÁNICAS SECAS
503324,5033,503324-CHIRIMOYAS ORGÁNICAS SECAS
503325,5033,503325-CEREZAS ORGÁNICAS SECAS
503326,5033,503326-CITRONES ORGÁNICOS SECOS
503327,5033,503327-ARÁNDANOS ORGÁNICOS SECOS
503328,5033,503328-PASAS DE CORINTO ORGÁNICAS SECAS
503329,5033,503329-DÁTILES ORGÁNICOS SECOS
503330,5033,503330-PITAHAYAS ORGÁNICAS SECAS
503331,5033,503331-BREVAS ORGÁNICAS SECAS
503332,5033,503332-GROSELLAS ORGÁNICAS SECAS
503333,5033,503333-TORONJAS ORGÁNICAS SECAS
503334,5033,503334-UVAS DE MESA ORGÁNICAS SECAS
503335,5033,503335-UVAS PASAS ORGÁNICAS SECAS
503336,5033,503336-UVAS PARA VINO ORGÁNICAS SECAS
503337,5033,503337-GUAYABAS ORGÁNICAS SECAS
503338,5033,503338-ARÁNDANOS HUCKLEBERRY ORGÁNICOS SECOS
503339,5033,503339-KIWIS ORGÁNICOS SECOS
503340,5033,503340-NARANJOS CHINOS (KUMQUATS) ORGÁNICOS SECOS
503341,5033,503341-LIMONES ORGÁNICOS SECOS
503342,5033,503342-LIMAS ORGÁNICAS SECAS
503343,5033,503343-NÍSPEROS ORGÁNICOS SECOS
503344,5033,503344-MANDARINAS ORGÁNICAS SECAS
503345,5033,503345-MANGOS ORGÁNICOS SECOS
503346,5033,503346-MELONES ORGÁNICOS SECOS
503347,5033,503347-MORAS MULBERRY ORGÁNICAS SECAS
503348,5033,503348-MIRTOS ORGÁNICOS SECOS
503349,5033,503349-NECTARINAS ORGÁNICOS SECOS
503350,5033,503350-NARANJAS ORGÁNICAS SECAS
503351,5033,503351-PAPAYAS ORGÁNICAS SECAS
503352,5033,503352-MARACUYÁS ORGÁNICAS SECAS
503353,5033,503353-DURAZNOS ORGÁNICOS SECOS
503354,5033,503354-PERAS ORGÁNICAS SECAS
503355,5033,503355-CAQUIS ORGÁNICOS SECOS
503356,5033,503356-PIÑAS ORGÁNICAS SECAS
503357,5033,503357-CIRUELOS DAMASCOS ORGÁNICOS SECOS
503358,5033,503358-CIRUELAS ORGÁNICAS SECAS
503359,5033,503359-GRANADAS ORGÁNICAS SECAS
503360,5033,503360-POMELOS ORGÁNICOS SECOS
503361,5033,503361-MEMBRILLOS ORGÁNICOS SECOS
503362,5033,503362-FRAMBUESAS ORGÁNICAS SECAS
503363,5033,503363-RUIBARBOS ORGÁNICOS SECOS
503364,5033,503364-ESCARAMUJOS ORGÁNICOS SECOS
503365,5033,503365-SAPOTES ORGÁNICOS SECOS
503366,5033,503366-BAYAS SASKATOON ORGÁNICAS SECAS
503367,5033,503367-FRESAS ORGÁNICAS SECAS
503368,5033,503368-MANZANAS DULCES ORGÁNICAS SECA
503369,5033,503369-TAMARILLOS ORGÁNICOS SECOS
503370,5033,503370-FRUTAS NOMINANT ORGÁNICAS SECAS
